_id,名称,产国,图片,简介,首飞时间,飞行速度,大类,类型
{'$oid': '5cc93120831b973d657f12bc'},齐柏林飞艇,德国,http://images.huanqiu.com/sarons/2014/01/84ec025ae568d35609a936710a9764c2.jpg,NULL,1900年7月20日,亚音速,飞行器,飞艇
