_id,名称,产国,图片,简介,研发单位,研制时间,射程,弹长,弹径,翼展,弹重,大类,类型
{'$oid': '5cc933a3831b973d657f226d'},鹰击82-潜射反舰导弹(YJ-82/C-802),中国,,"
鹰击82(YJ-82)，外贸型号C-802，北约代号CSSC-8""Saccade""，是在鹰击8反舰导弹基础上发展而来的专用潜射型号。该导弹仍采用固体燃料发动机，弹翼可折叠起来装在潜射管内。该导弹在中俄军演中，通过039型常规潜艇在水下发射而首次公诸于世。
",中国海鹰机电技术研究院,90年代,42千米,6.392米,0.36米,1.22米,715千克,导弹武器,潜舰导弹
