_id,名称,产国,图片,简介,研发单位,研制时间,射程,弹长,大类,类型
{'$oid': '5cc93366831b973d657f20fa'},THAAD 末端高空区域防御系统,美国,http://images.huanqiu.com/sarons/2014/08/7967b223146cd06f5772d8f29ef4e0a2.jpg,,弹道导弹防御局,1992年,中程导弹,6.17米,导弹武器,反弹道导弹
